날짜: 2026-06-26
게임 #371 (보드 #30, 시드 20270030)
대결: 선공 19931  vs  후공 19941

== 보드 (10행 x 17열, 각 칸 1~9) ==
  2 6 6 3 8 7 7 2 1 8 8 8 7 1 2 6 5
  7 6 6 7 1 9 9 1 2 4 1 4 1 1 1 3 5
  8 4 7 9 3 2 1 1 7 9 6 3 7 4 3 6 2
  3 3 6 6 8 9 7 1 7 9 1 2 8 3 8 8 4
  6 1 2 7 6 3 1 7 6 7 4 3 9 1 3 1 5
  7 6 4 5 7 5 9 2 9 9 3 2 6 2 4 6 4
  6 4 6 1 3 8 8 2 7 4 7 9 8 3 6 4 2
  9 5 1 9 3 5 5 2 3 1 7 1 9 3 6 6 6
  2 5 1 5 8 9 2 8 3 4 4 9 9 2 6 9 7
  4 7 1 8 8 1 9 9 3 6 5 3 7 6 7 1 2

== 진행/결과 ==
  선공(FIRST) = 19931    후공(SECOND) = 19941
  --- 진행 과정 ---
      1. [선]19931  (2,11)~(5,11)  점수 선4-후0
      2. [후]19941  (1,9)~(1,12)   점수 선4-후4
      3. [선]19931  (0,6)~(0,8)    점수 선7-후4
      4. [후]19941  (0,8)~(1,9)    점수 선6-후7
      5. [선]19931  (9,14)~(9,16)  점수 선9-후7
      6. [후]19941  (3,1)~(5,1)    점수 선9-후10
      7. [선]19931  (7,6)~(7,8)    점수 선12-후10
      8. [후]19941  (6,6)~(8,6)    점수 선11-후13
      9. [선]19931  (4,4)~(4,6)    점수 선14-후13
     10. [후]19941  (6,7)~(8,7)    점수 선13-후16
     11. [선]19931  (6,8)~(8,8)    점수 선15-후16
     12. [후]19941  (4,13)~(4,16)  점수 선15-후20
     13. [선]19931  (2,16)~(5,16)  점수 선19-후19
     14. [후]19941  (5,13)~(8,13)  점수 선19-후23
     15. [선]19931  (0,16)~(1,16)  점수 선21-후23
     16. [후]19941  (5,14)~(6,14)  점수 선21-후25
     17. [선]19931  (9,11)~(9,12)  점수 선23-후25
     18. [후]19941  (5,10)~(6,10)  점수 선23-후27
     19. [선]19931  (1,4)~(1,5)    점수 선25-후27
     20. [후]19941  (0,3)~(1,3)    점수 선25-후29
     21. [선]19931  (9,5)~(9,6)    점수 선27-후29
     22. [후]19941  (8,9)~(9,9)    점수 선27-후31
     23. [선]19931  (7,11)~(8,11)  점수 선29-후31
     24. [후]19941  (7,2)~(7,3)    점수 선29-후33
     25. [선]19931  (6,2)~(6,4)    점수 선32-후33
     26. [후]19941  (5,4)~(7,4)    점수 선31-후36
     27. [선]19931  (6,0)~(6,1)    점수 선33-후36
     28. [후]19941  (1,1)~(2,1)    점수 선33-후38
     29. [선]19931  (1,7)~(4,7)    점수 선37-후38
     30. [후]19941  (2,5)~(2,8)    점수 선36-후42
     31. [선]19931  (6,15)~(7,15)  점수 선38-후42
     32. [후]19941  (6,12)~(6,16)  점수 선37-후45
     33. [선]19931  (5,3)~(8,3)    점수 선40-후44
     34. [후]19941  (8,2)~(9,3)    점수 선39-후48
     35. [선]19931  (1,6)~(1,13)   점수 선46-후43
     36. [후]19941  (1,2)~(1,15)   점수 선36-후56
     37. [선]19931  (0,13)~(2,14)  점수 선42-후54
     38. [후]19941  PASS               점수 선42-후54
     39. [선]19931  PASS               점수 선42-후54
  --- 결과 ---  최종 점수 선42-후54  →  19941 승   (정상 종료)
