날짜: 2026-06-26
게임 #68 (보드 #05, 시드 20270005)
대결: 선공 19931  vs  후공 19405

== 보드 (10행 x 17열, 각 칸 1~9) ==
  3 4 1 1 4 1 1 3 2 5 9 3 7 7 9 4 1
  9 3 6 1 1 5 9 7 4 1 8 6 4 4 7 9 4
  4 9 4 5 3 7 9 7 1 5 9 4 1 6 3 5 2
  5 6 1 5 4 8 2 1 4 4 4 8 8 6 9 1 1
  5 9 6 6 7 1 1 4 7 8 6 9 8 1 8 4 5
  7 4 3 8 8 2 3 3 9 4 8 5 5 1 5 3 8
  4 3 5 1 3 9 6 5 4 8 2 9 9 5 1 8 9
  2 6 1 4 4 3 6 6 7 3 5 7 2 2 7 5 6
  9 3 2 5 9 5 5 5 4 2 5 2 6 9 5 3 6
  4 5 9 7 1 1 6 6 8 5 6 1 9 4 1 1 1

== 진행/결과 ==
  선공(FIRST) = 19931    후공(SECOND) = 19405
  --- 진행 과정 ---
      1. [선]19931  (8,14)~(9,15)  점수 선4-후0
      2. [후]19405  (1,3)~(2,4)    점수 선4-후4
      3. [선]19931  (7,9)~(9,9)    점수 선7-후4
      4. [후]19405  (8,1)~(8,3)    점수 선7-후7
      5. [선]19931  (7,11)~(9,11)  점수 선10-후7
      6. [후]19405  (3,2)~(3,4)    점수 선10-후10
      7. [선]19931  (1,9)~(3,9)    점수 선13-후10
      8. [후]19405  (2,12)~(2,14)  점수 선13-후13
      9. [선]19931  (2,15)~(4,15)  점수 선16-후13
     10. [후]19405  (3,14)~(3,16)  점수 선15-후16
     11. [선]19931  (8,6)~(8,7)    점수 선17-후16
     12. [후]19405  (6,9)~(6,10)   점수 선17-후18
     13. [선]19931  (8,4)~(9,4)    점수 선19-후18
     14. [후]19405  (1,11)~(1,12)  점수 선19-후20
     15. [선]19931  (0,11)~(0,12)  점수 선21-후20
     16. [후]19405  (2,8)~(2,10)   점수 선20-후23
     17. [선]19931  (3,10)~(4,10)  점수 선22-후23
     18. [후]19405  (3,0)~(4,0)    점수 선22-후25
     19. [선]19931  (0,8)~(3,8)    점수 선26-후24
     20. [후]19405  (0,5)~(0,9)    점수 선25-후29
     21. [선]19931  (0,3)~(1,5)    점수 선31-후26
     22. [후]19405  (0,2)~(0,10)   점수 선28-후31
     23. [선]19931  (2,2)~(4,2)    점수 선31-후30
     24. [후]19405  (5,4)~(5,5)    점수 선31-후32
     25. [선]19931  (4,4)~(6,4)    점수 선34-후31
     26. [후]19405  (3,5)~(3,6)    점수 선34-후33
     27. [선]19931  (1,13)~(3,13)  점수 선37-후32
     28. [후]19405  (2,12)~(3,16)  점수 선34-후37
     29. [선]19931  (0,16)~(4,16)  점수 선39-후35
     30. [후]19405  (4,6)~(6,6)    점수 선39-후38
     31. [선]19931  (7,2)~(9,2)    점수 선42-후37
     32. [후]19405  (6,2)~(7,3)    점수 선41-후41
     33. [선]19931  (7,1)~(7,4)    점수 선45-후39
     34. [후]19405  (5,1)~(6,2)    점수 선45-후42
     35. [선]19931  (4,5)~(6,5)    점수 선48-후41
     36. [후]19405  (2,5)~(7,5)    점수 선45-후46
     37. [선]19931  (4,3)~(4,7)    점수 선49-후44
     38. [후]19405  PASS               점수 선49-후44
     39. [선]19931  PASS               점수 선49-후44
  --- 결과 ---  최종 점수 선49-후44  →  19931 승   (정상 종료)
