날짜: 2026-06-26
게임 #164 (보드 #13, 시드 20270013)
대결: 선공 19931  vs  후공 19405

== 보드 (10행 x 17열, 각 칸 1~9) ==
  4 3 7 3 2 5 2 8 8 4 1 6 5 9 3 6 6
  9 6 5 1 5 8 8 1 8 4 2 2 1 5 1 4 8
  9 8 7 1 9 2 9 5 5 7 1 4 7 1 9 6 8
  5 6 3 2 5 9 4 3 3 8 4 9 7 1 3 9 1
  9 3 2 2 6 9 8 4 6 2 9 2 7 2 2 6 4
  4 1 8 8 8 2 5 7 5 6 1 2 4 1 5 4 7
  3 2 9 3 9 9 5 2 8 3 4 8 5 8 5 9 3
  2 2 1 2 4 5 9 9 6 8 3 1 8 3 9 3 8
  6 8 9 4 4 6 4 8 2 3 4 6 3 8 1 1 5
  9 8 7 3 7 8 7 5 8 8 1 1 7 1 5 3 8

== 진행/결과 ==
  선공(FIRST) = 19931    후공(SECOND) = 19405
  --- 진행 과정 ---
      1. [선]19931  (5,0)~(6,1)    점수 선4-후0
      2. [후]19405  (4,2)~(5,2)    점수 선4-후2
      3. [선]19931  (8,14)~(9,15)  점수 선8-후2
      4. [후]19405  (9,10)~(9,13)  점수 선8-후6
      5. [선]19931  (0,3)~(0,5)    점수 선11-후6
      6. [후]19405  (5,11)~(6,11)  점수 선11-후8
      7. [선]19931  (5,12)~(5,14)  점수 선14-후8
      8. [후]19405  (4,13)~(4,15)  점수 선14-후11
      9. [선]19931  (1,10)~(1,13)  점수 선18-후11
     10. [후]19405  (0,13)~(2,13)  점수 선17-후14
     11. [선]19931  (4,3)~(5,3)    점수 선19-후14
     12. [후]19405  (3,2)~(3,4)    점수 선19-후17
     13. [선]19931  (2,3)~(8,3)    점수 선24-후16
     14. [후]19405  (7,2)~(7,5)    점수 선23-후20
     15. [선]19931  (9,3)~(9,4)    점수 선25-후20
     16. [후]19405  (7,1)~(8,1)    점수 선25-후22
     17. [선]19931  (8,8)~(9,8)    점수 선27-후22
     18. [후]19405  (1,14)~(2,14)  점수 선27-후24
     19. [선]19931  (0,1)~(0,2)    점수 선29-후24
     20. [후]19405  (0,11)~(2,11)  점수 선28-후27
     21. [선]19931  (8,10)~(8,11)  점수 선30-후27
     22. [후]19405  (8,5)~(8,6)    점수 선30-후29
     23. [선]19931  (1,15)~(2,15)  점수 선32-후29
     24. [후]19405  (3,15)~(3,16)  점수 선32-후31
     25. [선]19931  (0,9)~(0,12)   점수 선36-후30
     26. [후]19405  (0,15)~(5,15)  점수 선34-후34
     27. [선]19931  (0,12)~(2,14)  점수 선41-후29
     28. [후]19405  (5,10)~(6,12)  점수 선40-후33
     29. [선]19931  (0,6)~(0,7)    점수 선42-후33
     30. [후]19405  (1,5)~(2,5)    점수 선42-후35
     31. [선]19931  (5,4)~(5,5)    점수 선44-후35
     32. [후]19405  (5,6)~(6,6)    점수 선44-후37
     33. [선]19931  (3,6)~(3,8)    점수 선47-후37
     34. [후]19405  (1,7)~(4,7)    점수 선46-후41
     35. [선]19931  (3,9)~(4,9)    점수 선48-후41
     36. [후]19405  (5,16)~(6,16)  점수 선48-후43
     37. [선]19931  (6,7)~(6,8)    점수 선50-후43
     38. [후]19405  PASS               점수 선50-후43
     39. [선]19931  PASS               점수 선50-후43
  --- 결과 ---  최종 점수 선50-후43  →  19931 승   (정상 종료)
