날짜: 2026-06-26
게임 #321 (보드 #26, 시드 20270026)
대결: 선공 19405  vs  후공 19941

== 보드 (10행 x 17열, 각 칸 1~9) ==
  1 4 9 9 8 3 3 7 1 4 9 2 7 3 7 5 6
  7 8 7 1 3 2 7 7 2 1 8 9 4 8 1 6 1
  9 3 6 7 2 8 9 2 6 1 2 1 8 4 7 2 6
  9 5 3 2 3 8 4 2 8 3 2 8 8 1 4 1 7
  9 6 3 3 1 7 4 7 7 3 5 1 4 2 9 3 6
  6 6 2 6 5 9 3 9 1 6 4 6 7 5 3 8 6
  6 6 1 8 7 3 7 3 1 8 1 4 4 1 6 8 9
  8 5 9 3 5 8 5 1 6 7 5 2 4 9 6 1 6
  9 9 5 8 9 2 7 1 1 3 9 1 3 2 2 9 5
  8 9 5 8 2 1 5 9 4 5 3 1 7 4 1 3 8

== 진행/결과 ==
  선공(FIRST) = 19405    후공(SECOND) = 19941
  --- 진행 과정 ---
      1. [선]19405  (6,10)~(6,13)  점수 선4-후0
      2. [후]19941  (5,11)~(9,11)  점수 선3-후5
      3. [선]19405  (7,15)~(8,15)  점수 선5-후5
      4. [후]19941  (4,10)~(4,12)  점수 선5-후8
      5. [선]19405  (1,7)~(1,9)    점수 선8-후8
      6. [후]19941  (1,3)~(3,3)    점수 선8-후11
      7. [선]19405  (9,10)~(9,12)  점수 선11-후10
      8. [후]19941  (7,5)~(8,5)    점수 선11-후12
      9. [선]19405  (9,3)~(9,4)    점수 선13-후12
     10. [후]19941  (0,6)~(0,7)    점수 선13-후14
     11. [선]19405  (0,13)~(0,14)  점수 선15-후14
     12. [후]19941  (3,7)~(3,8)    점수 선15-후16
     13. [선]19405  (5,6)~(6,6)    점수 선17-후16
     14. [후]19941  (1,10)~(2,10)  점수 선17-후18
     15. [선]19405  (1,2)~(1,4)    점수 선20-후17
     16. [후]19941  (8,7)~(9,7)    점수 선20-후19
     17. [선]19405  (1,5)~(2,5)    점수 선22-후19
     18. [후]19941  (0,5)~(1,6)    점수 선21-후22
     19. [선]19405  (7,9)~(8,9)    점수 선23-후22
     20. [후]19941  (8,4)~(9,5)    점수 선22-후25
     21. [선]19405  (9,2)~(9,6)    점수 선26-후23
     22. [후]19941  (8,8)~(9,9)    점수 선25-후27
     23. [선]19405  (7,4)~(7,6)    점수 선28-후26
     24. [후]19941  (2,9)~(2,12)   점수 선28-후29
     25. [선]19405  (5,9)~(5,10)   점수 선30-후29
     26. [후]19941  (4,9)~(5,12)   점수 선28-후33
     27. [선]19405  (3,8)~(4,9)    점수 선32-후31
     28. [후]19941  (6,5)~(8,6)    점수 선29-후36
     29. [선]19405  (7,3)~(7,8)    점수 선34-후34
     30. [후]19941  (2,8)~(2,13)   점수 선34-후36
     31. [선]19405  (0,7)~(4,8)    점수 선40-후33
     32. [후]19941  (3,6)~(4,10)   점수 선34-후42
     33. [선]19405  (4,4)~(4,13)   점수 선44-후35
     34. [후]19941  (5,7)~(5,8)    점수 선44-후37
     35. [선]19405  (2,4)~(5,4)    점수 선47-후37
     36. [후]19941  (6,2)~(7,2)    점수 선47-후39
     37. [선]19405  (7,1)~(7,10)   점수 선50-후38
     38. [후]19941  (4,2)~(8,2)    점수 선49-후42
     39. [선]19405  PASS               점수 선49-후42
     40. [후]19941  PASS               점수 선49-후42
  --- 결과 ---  최종 점수 선49-후42  →  19405 승   (정상 종료)
